"VOERTUIGTYPE_ID";"VOERTUIGTYPE_OMSCHRIJVING";
"2";"Bus exploitant - geregeld vervoer"
"1";"Bus in eigen beheer"
"3";"Bus exploitant - leerlingenvervoer"
"4";"Tram"
"5";"Trolley"
