"VERVOERSWIJZE_ID";"VERVOERSWIJZE_OMSCHR";
"3";"brom-/snorfiets"
"4";"motor"
"8";"tram of metro"
"13";"andere"
"1";"te voet"
"2";"fiets"
"5";"auto - bestuurder"
"6";"auto - passagier"
"7";"lijnbus"
"9";"trein"
"10";"bedrijfsvervoer"
"11";"schoolvervoer"
"12";"autocar"
