"AANT_TONKILOMETER_ID";"NETWERK_WATERWEGEN_ID";"JAAR";"MAAND";"AANTAL";"FREQUENTIE_ID";
"125";"2";"2009";"7";"121745517";"295"
"126";"2";"2009";"8";"109038853";"296"
"127";"2";"2009";"9";"128717888";"297"
"128";"2";"2009";"10";"143447133";"298"
"129";"2";"2009";"11";"121880068";"299"
"130";"2";"2009";"12";"106730011";"300"
"131";"2";"2010";"1";"106485668";"301"
"132";"2";"2010";"2";"116856167";"302"
"133";"2";"2010";"3";"143567549";"303"
"134";"2";"2010";"4";"140023263";"304"
"135";"2";"2010";"5";"139633870";"305"
"136";"2";"2010";"6";"159928097";"306"
"137";"2";"2010";"7";"132822440";"307"
"138";"2";"2010";"8";"129981779";"308"
"139";"2";"2010";"9";"143058950";"309"
"140";"2";"2010";"10";"140779631";"310"
"141";"2";"2010";"11";"136915296";"311"
"142";"2";"2010";"12";"108458822";"312"
"143";"2";"2011";"1";"123731813";"313"
"144";"2";"2011";"2";"124973810";"314"
"145";"2";"2011";"3";"150227214";"315"
"146";"2";"2011";"4";"146273599";"316"
"147";"2";"2011";"5";"154266430";"317"
"148";"2";"2011";"6";"136141933";"318"
"149";"2";"2011";"7";"113555163";"319"
"150";"2";"2011";"8";"115995491";"320"
"151";"2";"2011";"9";"132244238";"321"
"152";"2";"2011";"10";"130426107";"322"
"153";"2";"2011";"11";"125402655";"323"
"154";"2";"2011";"12";"108408682";"324"
"155";"2";"2012";"1";"120701941";"325"
"156";"2";"2012";"2";"113741276";"326"
"157";"2";"2012";"3";"138683299";"327"
"158";"2";"2012";"4";"125801124";"328"
"159";"2";"2012";"5";"129847133";"329"
"160";"2";"2012";"6";"136435317";"330"
